80;256
4;40
38
73;74;1979.088878140907
73;21;719.2012365419296
73;41;3080.9401129238972
74;73;4691.643681358379
74;5;661.4396150161476
74;36;3429.9808509269697
74;76;510.05940615903654
13;1;4962.045803712537
13;42;786.5912648843398
69;68;3335.6453871635254
69;33;1544.9678382228935
69;32;4684.1160682639775
8;18;524.4933980066876
8;20;564.295220494226
8;2;3578.0484186211165
8;19;4919.1951124441985
18;8;3369.914911501398
18;45;2077.8499867746877
18;72;4410.302762536554
18;73;2870.903647793427
27;31;3977.5827728772074
27;2;4058.400646109163
27;58;4227.043542134836
27;75;4680.5365586726775
31;27;1592.075899412143
31;60;1709.724445464898
31;21;1125.3120824554403
68;78;1577.322824352592
68;46;3737.1855338623805
68;9;3094.0352366138172
28;60;3459.04356551121
28;5;3089.176890196099
28;15;4001.4017268775747
60;28;3493.5127696135987
60;31;1808.0299509858528
60;59;1951.9447935465214
60;70;765.8025075260571
78;68;4458.105367065988
78;45;2839.0024257415544
78;79;4055.8564774908446
5;74;3507.720572151581
5;28;2654.102056611787
5;11;2901.021358601067
5;38;1775.3726339978887
57;75;4568.304359918784
57;63;3080.500141557324
57;20;4075.4087692646867
57;26;2706.7909494547366
75;57;2144.162680294339
75;10;1316.1750932160191
75;27;4871.9681037373175
4;23;4309.426775657532
4;1;3795.1334247425484
23;7;3777.8020387853962
23;6;2212.5645501004888
9;19;622.0514808248745
9;43;3820.4069092848176
9;68;1694.7301770507163
19;66;3919.243725721513
19;8;3334.407819449068
19;39;1994.9551144811312
49;55;3487.743415553696
49;7;769.9492397518909
49;2;881.6347482440121
55;49;3825.1776308822145
55;41;4887.024918971584
7;23;2418.228316225496
7;36;4926.753787379172
7;47;1924.1742376626423
29;31;3654.4381754264086
29;40;3368.877856127958
29;24;975.6981149579649
39;63;4450.201944137049
39;80;3824.4016335533715
39;19;3551.5396868006337
63;57;1816.3949385461274
63;62;4409.525362074926
63;22;815.9325185519899
66;19;3756.7393369845186
66;11;4938.220497146846
66;16;4387.429585271626
20;8;1914.6329800904393
20;35;4581.179799816887
20;48;1245.2589877018136
20;57;2552.642270627855
54;72;514.9113875254233
54;26;1764.0586260189627
54;41;3538.7895030657205
54;61;3064.701266220528
72;54;4187.730408266574
72;53;4143.701604602652
42;52;2365.6848046556365
42;67;2217.394296536847
42;13;1561.4184961979538
52;42;2373.0519697144296
52;67;3022.5861979082893
52;28;3449.8869794225448
52;37;3552.393387185072
46;68;3378.104161146798
46;77;2803.0722264729943
46;14;2169.209884418822
62;64;4783.044089296047
62;26;1925.9256321543294
62;4;1240.6821085629908
64;62;1249.953920571382
64;24;1037.7982259667892
64;22;2929.532792026204
64;21;4434.43968778405
80;55;1209.0874219343561
80;43;656.0529247633397
77;46;3882.524405929452
77;36;1782.5264997129607
77;14;764.9557424348948
77;51;4946.872033421852
71;76;2406.29980284494
71;25;2187.5504343192606
71;15;4485.552426435408
71;72;2495.1006566025226
76;71;1993.9037637275237
76;74;3784.4792278153463
76;53;4193.170391491038
76;45;915.141652998956
26;16;3048.110175095573
26;54;4270.215188447229
10;75;4935.377270000611
10;56;2805.8169078222118
10;30;1537.0943026438138
45;78;4121.841137160125
45;18;3788.540972838551
45;17;3823.2282363806376
24;64;3559.5526384635564
