100;320
50;26
21
5;88;3245.165003741629
5;60;4070.7789850444306
5;18;853.7419847748297
56;5;3060.8535659395234
56;57;2547.01162556459
56;38;3341.5910466643145
56;81;3773.3731639327975
45;92;2369.0543609688125
45;54;1470.8311339953718
45;44;1049.348497170185
92;11;1460.0699875993257
92;26;756.3906301382151
92;49;4411.131350027575
8;18;4247.913438496714
8;26;2864.7007330669053
8;32;3857.530620242485
18;8;1249.7002790320528
18;74;3142.1105703400335
18;5;4983.558949648254
18;94;2624.291771523997
19;27;2846.5336681913136
19;95;1843.0651394907106
19;70;4261.1037665496515
27;19;1707.8499320118171
27;76;803.1176927777736
27;47;4022.775633440402
48;90;2025.814281665433
48;30;4513.979365031788
48;20;1138.3347560493885
63;48;2700.5862447307254
63;67;4192.223943105593
63;49;4175.678475722099
63;22;4299.347557778681
57;75;639.3662238066217
57;72;571.5392124220397
57;56;1908.9232722973545
57;42;2556.2040908462136
75;57;3456.2955933763055
75;59;2257.2821456198226
54;88;2876.2932281805524
54;45;2495.1586714221385
54;91;3928.6638433062044
88;54;4840.815837142438
88;5;2410.673154612853
88;66;4334.791480615397
88;60;1020.9636949681881
28;69;3241.143685383044
28;1;1233.2874902299768
28;70;2618.541033983712
28;83;1376.869650754765
69;43;2056.026741054764
69;80;2190.929973354205
69;37;4702.28589008086
2;59;2607.407310307779
2;52;984.1154607343558
2;91;2809.0910083585704
2;14;1481.0756527936915
59;2;3309.6097705157417
59;75;527.5582997493844
59;99;2815.1999144371657
59;24;2596.634740225344
24;26;3438.9928059814424
24;49;1735.6001619318974
26;24;1469.8113256031243
26;92;3950.8427630433494
6;70;952.8061359340741
6;97;4023.909396731085
6;3;3304.2181878836727
20;6;1181.3206086683062
20;48;2815.2450928189223
20;43;2458.33277872358
20;16;2826.945812145555
52;72;4369.466536895177
52;2;1709.3364122625603
52;97;1493.4893099640208
52;100;3847.879304656446
72;52;2939.2123973458015
72;57;969.9175968848491
72;86;3828.137138805053
72;13;2339.1261036018977
90;48;1024.5519826702177
90;22;636.7395494427785
90;100;3609.5772161958585
13;44;3425.9873574742737
13;89;3447.1223698700783
13;72;3971.1421015926867
44;13;1377.6659923817247
44;55;4424.730682120069
44;45;4811.110760934272
21;7;1671.6892327167457
21;76;4549.437897243346
21;46;4033.2157024283515
11;92;1329.5508706144433
11;82;1343.4990084748615
11;36;4282.388464036461
11;3;3001.652820506583
34;39;4689.763346624026
34;87;4166.063934143045
34;71;4995.438355492902
34;36;2635.348465199722
39;34;4010.614838461113
39;23;1834.5217095110195
39;14;4157.354223510092
68;71;758.5232553625556
68;17;2273.138564124582
68;7;2326.1247308326515
68;90;3197.7624534139136
71;68;3301.587518267565
71;34;2022.0407122552874
71;100;2593.88550469535
71;79;4330.980017338759
12;45;501.2804840674375
12;55;3721.9323834128822
12;30;4288.8517324027625
12;27;2079.875228983554
93;19;3336.3250875421595
93;40;2978.3499758675352
93;15;2340.5012353185193
93;39;3860.671374491585
40;91;2200.290030917835
40;93;3132.7174697860146
40;51;1146.1151009823948
40;62;1702.9010954576754
91;40;4336.529927008531
91;2;2832.401808054474
91;43;4198.235479126111
91;54;2762.0863093986045
38;73;2798.7938683156426
38;56;4060.346555641026
38;67;2863.2702726358825
73;38;4234.516297682938
73;15;2997.452938368444
73;17;4904.761298244579
30;35;1889.8285641377033
35;30;2416.9868086763204
35;47;1651.26367479943
35;41;2551.26787127742
35;82;1166.524783269524
43;20;4159.492408630054
43;22;3135.7166815077226
4;16;1175.0620186434385
4;25;4764.605879818959
4;54;2407.7935782108907
4;65;2113.636228870633
16;4;3924.6808505690947
16;85;4368.677795861608
16;94;1751.446952643185
15;80;4614.304507410136
15;73;4494.881486312168
15;93;4764.207092080741
15;76;4090.266682756193
80;15;3394.4086918494863
80;69;2890.209376116518
80;74;2969.1602647830105
80;49;1052.5257061118991
25;4;3317.1173349305946
25;17;3154.226264001522
25;31;4953.195147182406
25;9;1053.7380477197676
61;77;2667.060426283731
61;10;3746.934196227954
61;47;1953.984977804116
61;50;1978.0007179450888
77;61;1169.3703715385436
77;14;2618.608463898052
77;82;4224.653251425656
77;84;1655.5834922154472
42;7;3233.142405916122
42;10;4003.7122077826934
42;57;3691.2594746093478
32;33;3897.661204842677
32;8;1107.8768811780963
41;32;2256.937631001734
41;53;3522.644052504698
41;84;2214.2590827645517
41;35;2474.3878759272097
23;38;4601.941881237559
23;83;1290.409930739003
23;39;3901.5224370882584
23;66;846.0299656490147
53;41;4693.514557702791
67;63;2497.530779638105
67;38;4456.033494164708
81;67;567.4946532542165
81;86;2573.3868184440394
81;32;3415.186834456179
81;56;570.8128104874505
87;34;1547.4025195606632
87;13;3922.138242014464
87;50;2318.476491021386
14;84;2941.333198142456
14;2;4859.968374402419
14;39;4935.917902795388
84;64;4716.29975442127
84;41;3570.0110894612976
60;5;986.7074052161813
60;99;1578.375650042588
60;1;1080.4853466400111
17;25;3297.9187316486464
17;73;1633.9983663165335
17;68;1544.8173726606517
17;74;2562.398856932951
64;85;2804.317077788865
64;66;771.5916746543373
64;84;2544.692065430808
64;65;1400.1556167533647
85;64;1989.2007825516264
85;16;3511.774573521341
85;46;2044.1978642075715
85;97;4613.265910740854
95;19;3900.7903492409782
95;78;3932.8454750123037
95;76;2250.163887400869
95;31;2794.9426512737073
70;6;1459.5619351934329
70;28;3923.191789239123
3;62;2290.5868310753885
3;11;2356.5153383911397
3;22;2519.8254819024496
3;6;2293.4987832137112
62;3;1257.2850814140324
62;58;3180.731157517335
62;97;974.9244084899374
97;52;4148.049375790541
97;6;3958.4150204701627
97;85;1581.0771649167777
58;62;2935.742643580294
58;73;979.0094553969964
58;46;3564.6275887738184
78;95;3449.056164515068
78;98;1241.9991200017867
99;60;2942.238112506494
99;1;1989.60963403537
99;59;1818.5278140762769
76;95;4524.195304626843
76;15;3249.1529288885713
31;25;4229.575258317955
31;82;1608.4704727275523
31;95;2178.775016124148
29;47;687.5477152870103
29;83;2522.4378527133977
47;29;3134.8587600652877
47;35;1071.8972152019794
47;61;3935.97870104022
47;27;1646.6119790972177
37;96;1176.1502791218388
37;70;3972.884822340842
37;79;2058.134699461436
10;61;2095.4181179405587
10;51;1983.9017222868667
10;94;575.0941004071791
74;18;624.3247423940795
74;17;4777.149570072923
74;80;4015.1954630283103
74;7;2318.617122846305
