50;160
18;13
26
45;46;2805.916935479118
45;25;4153.4546233254
45;4;4109.546292568833
46;45;3036.028857509131
46;31;1739.373194945631
46;16;2124.7701537235
46;2;2356.8885079769243
2;41;3938.76806392008
2;6;1382.0486923022836
2;35;1681.0150763939719
2;46;2158.1139907534707
41;2;2345.041576156552
41;20;4536.644714370451
41;22;4103.529994405457
41;10;539.4674510978265
35;33;3568.7408128212687
35;2;766.1871084387553
38;35;4183.045012050381
38;14;3422.9583436302587
38;20;4835.930335203535
5;32;837.1106132757154
31;5;4411.481466502433
31;49;3572.342178930531
31;46;3149.71063331304
31;13;1950.2171408664628
4;50;3697.1446130202257
4;45;3228.4747553739
4;37;1595.4631341625054
4;1;3720.692141290038
50;4;3270.5447904767557
50;13;3403.6583631536905
50;8;3212.7124617630443
50;38;2877.954978298857
16;33;696.622047445168
16;39;585.5260080623264
33;16;729.6565567219191
33;3;2061.3872405178045
33;35;3048.7900219294406
3;33;786.5063107557049
3;21;656.928683095393
3;32;4288.770615921767
3;34;4859.918750427759
9;49;3943.68624328928
9;36;3099.9352785186747
9;13;4168.612861736503
9;17;4703.6785521731135
49;9;1109.0714504349735
49;31;1246.244152839401
49;15;3744.1937488831513
49;28;4889.634893487744
25;45;3156.4051798850455
25;26;719.457140703339
25;44;1317.8911699808268
25;10;4461.298659780527
26;44;4653.011696769617
26;16;4065.4817026661444
26;25;2078.2512902113112
26;43;3099.9730856673864
44;29;2389.7924374591994
23;29;2931.9388192315178
23;47;4348.731978979518
23;30;874.595376370833
23;6;4987.842309234324
29;23;1713.9350140536153
29;17;4018.776335769709
29;44;4739.702579240825
24;5;1660.708243428209
24;39;1267.4848150180728
24;10;3934.965604150453
24;7;2185.573351433145
1;17;998.7055834373807
1;47;4770.530060237975
1;4;1304.6811056390507
17;1;3612.2368968059823
17;29;2450.9289962198686
17;28;2528.3451915790492
17;9;4824.983785562862
47;23;2766.5429282063587
47;1;3019.943234120847
47;48;1716.6971499949702
47;43;2977.7233139759724
7;14;4213.723331257943
7;11;1246.0496445409067
7;24;4068.855118658075
14;7;3804.6226670795195
14;38;4183.639052563077
14;33;3302.047857663371
14;8;4174.591021500191
39;11;1898.6421522990156
39;22;4982.886664814303
21;34;1789.4242078913169
21;40;1072.1623064551977
21;37;1209.3041305417082
34;21;2091.5218526760937
34;6;1508.819282274743
34;19;1077.9536832065692
8;15;3207.9633648950175
8;30;2168.298618449361
8;50;2754.1629464407724
15;8;1392.048229632638
15;20;2532.0481476096656
15;22;3690.8877313137955
15;49;2000.5483397418213
20;15;1014.5643943475111
20;41;2457.69152672719
20;38;1145.2431236920445
32;3;1706.994356742999
32;5;2553.1296161835785
32;22;862.0337330837738
36;32;2161.0945270821467
36;42;3772.8882367986835
36;9;4662.192900647547
36;6;3432.980840509935
13;50;1052.4176146824075
13;31;3289.6112744408915
13;9;3992.6006911867244
18;40;4763.484868883166
18;35;668.4176984163826
18;19;1550.0650916024204
18;5;2767.0123891749677
40;18;2982.023519818693
40;44;3465.0222666161603
40;21;3641.357435295578
40;7;1468.0308816876209
12;30;4220.444835850591
42;27;1032.8403412812747
42;36;950.5579637630076
42;13;3604.621435639103
48;47;2876.493794709956
48;37;2996.204193206072
48;12;3963.3487613141174
48;27;2797.43459591188
27;42;1805.7912366114977
27;11;2044.222866115572
22;15;1939.4099421373398
22;39;813.6111253205679
22;32;817.6699223163453
22;41;2065.9212596202265
6;34;1346.415785601941
6;36;4504.381961822234
43;26;4599.265240058413
43;47;3669.707857997688
43;19;1552.1044451289995
37;48;2330.68373135581
37;19;767.0672232530721
37;4;4700.480830623208
28;45;834.0981862641565
28;10;4459.469662127159
28;49;3091.080811380588
28;17;1569.0903352531452
19;18;951.7175424313036
19;37;4373.471851009961
19;43;2697.4848134675253
10;24;4783.576307059699
10;28;1887.307008322462
10;41;3646.643464026958
10;25;2518.975100029894
30;1;1731.5970284836374
30;12;905.1167984850115
30;23;3611.835906132568
82;20;38;63
82;31;13;11
82;23;47;103
82;45;4;24
82;31;13;34
82;43;47;58
82;6;34;35
82;17;9;112
82;2;46;63
82;31;13;22
82;46;31;16
82;31;13;24
82;45;25;24
82;31;13;94
240;46;31;90
240;18;35;16
240;46;31;58
240;3;33;42
240;35;2;73
240;39;22;58
240;6;34;116
240;21;40;115
240;30;1;105
240;35;2;93
240;24;5;20
240;43;26;47
240;31;13;41
240;41;20;61
240;49;31;67
336;18;35;29
336;18;35;102
336;35;2;42
336;47;48;33
336;37;48;92
336;31;13;75
336;41;22;47
336;35;2;91
336;49;9;33
336;9;13;114
336;36;42;113
336;3;32;40
336;35;2;107
336;2;46;41
